"","Categoria","Linea","Marca","Assortment","ID","Vta_und"
"85","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202232,127
"86","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202233,240
"87","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202234,226
"88","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202235,207
"89","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202236,180
"90","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202237,252
"91","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202238,154
"92","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202239,149
"93","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202240,102
"94","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202241,73
"95","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202242,127
"96","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202243,121
"97","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202244,170
"98","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202245,138
"99","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202246,138
"100","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202247,86
"101","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202248,37
"102","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202249,31
"103","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202250,59
"104","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202251,153
"105","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202252,91
"106","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202253,5
"107","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202301,27
"108","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202302,40
"109","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202303,90
"110","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202304,114
"111","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202305,71
"112","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202306,91
"113","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202307,79
"114","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202308,81
"115","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202309,80
"116","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202310,66
"117","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202311,87
"118","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202312,92
"119","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202313,76
"120","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202314,70
"121","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202315,54
"122","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202316,71
"123","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202317,54
"124","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202318,24
"125","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202319,20
"126","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202320,9
"127","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202321,8
"128","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202322,32
"129","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202323,69
"130","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202324,53
"131","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202325,36
"132","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202326,46
"133","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202327,70
"134","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202328,38
"135","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202329,33
"136","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202330,33
"137","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202331,73
"138","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202332,29
"139","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202333,33
"140","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202334,39
"141","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202335,49
"142","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202336,26
"143","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202337,33
"144","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202338,56
"145","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202339,49
"146","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202340,80
"147","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202341,47
"148","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202342,50
"149","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202343,125
"150","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202344,141
"151","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202345,27
"152","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202346,52
"153","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202347,53
"154","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 6/128",202348,30
"155","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202312,1
"156","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202313,4
"157","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202314,1
"158","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202315,13
"159","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202316,55
"160","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202317,53
"161","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202318,71
"162","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202319,133
"163","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202320,103
"164","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202321,74
"165","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202322,52
"166","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202323,49
"167","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202324,47
"168","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202325,65
"169","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202326,31
"170","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202327,50
"171","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202328,46
"172","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202329,33
"173","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202330,32
"174","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202331,63
"175","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202332,68
"176","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202333,53
"177","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202334,57
"178","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202335,70
"179","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202336,75
"180","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202337,28
"181","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202338,22
"182","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202339,79
"183","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202340,66
"184","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202341,47
"185","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202342,30
"186","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202343,76
"187","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202344,46
"188","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202345,57
"189","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202346,99
"190","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202347,44
"191","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A34 8/256",202348,55
"192","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202318,5
"193","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202319,110
"194","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202320,5
"195","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202321,98
"196","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202322,1
"197","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202327,1
"198","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202328,1
"199","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202329,3
"200","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202330,1
"201","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202335,1
"202","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 + A34",202341,1
"203","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202113,1
"204","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202116,1
"205","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202117,4
"206","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202118,45
"207","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202119,65
"208","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202120,50
"209","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202121,21
"210","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202122,29
"211","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202123,26
"212","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202124,36
"213","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202125,24
"214","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202126,31
"215","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202127,24
"216","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202128,25
"217","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202129,28
"218","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202130,13
"219","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202131,8
"220","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202132,3
"221","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202133,18
"222","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202134,25
"223","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202135,23
"224","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202136,11
"225","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202137,9
"226","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202138,3
"227","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202139,5
"228","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202140,7
"229","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202141,7
"230","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202142,6
"231","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202143,15
"232","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202144,12
"233","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202145,17
"234","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202146,26
"235","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202147,22
"236","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202148,16
"237","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202149,56
"238","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202150,18
"239","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202151,73
"240","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202152,51
"241","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202153,3
"242","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202201,28
"243","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202202,16
"244","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202203,12
"245","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202204,19
"246","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202205,19
"247","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202206,18
"248","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202207,24
"249","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202208,18
"250","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202209,58
"251","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202210,77
"252","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202211,53
"253","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202212,88
"254","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202213,105
"255","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202214,67
"256","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202215,86
"257","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202216,74
"258","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202217,50
